RowNumber,CustomerId,Balance
692,15688251,76408.85
693,15665238,145071.24
694,15740900,0
695,15681068,109730.22
696,15748625,0
697,15727299,64119.38
698,15620204,106138.33
699,15669516,0
700,15736534,181656.51
701,15803457,0
702,15659098,95128.86
703,15603436,126615.94
704,15566292,0
705,15808621,76190.48
706,15580148,168286.81
707,15776231,88109.81
708,15773809,0
709,15649423,0
710,15734886,123971.51
711,15722548,148116.48
712,15650288,116269.01
713,15629448,120599.21
714,15716164,144260.5
715,15807609,86605.5
716,15578977,0
717,15677369,58629.97
718,15804072,0
719,15696859,0
720,15653780,0
721,15721658,209767.31
722,15578761,129634.25
723,15736879,0
724,15571973,169824.46
725,15626742,97530.25
726,15672692,145988.65
727,15673570,0
728,15767432,0
729,15654238,137494.28
730,15612525,0
731,15812750,147360
732,15790757,0
733,15723873,125167.02
734,15744607,121152.05
735,15612966,128981.07
736,15784209,0
737,15794278,151858.98
738,15766741,114628.4
739,15661036,0
740,15705639,95059.02
741,15637414,128736.39
742,15716835,156325.38
743,15696231,105405.97
744,15641675,88915.37
745,15670755,0
746,15640059,0
747,15787619,160980.03
748,15587535,177619.71
749,15813034,62276.99
750,15698839,127559.97
751,15790314,0
752,15634245,95523.16
753,15677305,107749.03
754,15661526,110777.26
755,15685997,166733.92
756,15660101,157120.86
757,15637979,127160.78
758,15815364,0
759,15647099,156091.97
760,15625944,98668.18
761,15583212,134022.06
762,15582741,124151.09
763,15637876,77253.5
764,15622750,114292.48
765,15672056,140080.32
766,15812351,135277.96
767,15810864,0
768,15677921,115920.62
769,15724296,119782.72
770,15685329,114715.71
771,15584091,129748.54
772,15640442,129722.57
773,15639314,0
774,15685320,139180.2
775,15789158,113599.74
776,15752137,134944
777,15712551,116922.25
778,15628936,118945.09
779,15797227,0
780,15769974,119182.73
781,15737051,0
782,15585595,71264.02
783,15654060,0
784,15745196,0
785,15571221,116313.57
786,15660155,92140.15
787,15605284,0
788,15694366,177640.09
789,15600739,0
790,15653253,167997.6
791,15763431,82275.35
792,15643696,0
793,15707473,111962.99
794,15769504,131736.88
795,15776807,0
796,15686870,108239.11
797,15668747,98444.19
798,15766908,114540.38
799,15570134,187530.66
800,15567367,133636.16
801,15747542,0
802,15762238,84745.03
803,15681554,120599.38
804,15712825,0
805,15640280,127771.35
806,15756026,0
807,15613319,0
808,15798906,0
809,15708917,167772.96
810,15778463,95845.6
811,15699430,0
812,15649992,134714.7
813,15578980,0
814,15775306,122384.22
815,15641655,0
816,15619708,157993.15
817,15734565,0
818,15806438,123331.36
819,15591969,75263.16
820,15747807,137824.03
821,15596939,132578.92
822,15716155,156021.31
823,15765311,0
824,15757811,137453.43
825,15603830,0
826,15660602,164284.72
827,15660535,0
828,15666633,0
829,15596914,112373.49
830,15639788,0
831,15695846,0
832,15726234,0
833,15797964,154333.82
834,15625881,111432.77
835,15780628,0
836,15575883,137390.11
837,15585036,0
838,15589488,111642.08
839,15585888,0
840,15727915,83543.37
841,15707567,145338.76
842,15737792,186796.37
843,15599433,58641.43
844,15672012,0
845,15806983,137148.68
846,15592222,80001.23
847,15608968,86402.52
848,15586959,0
849,15646558,122874.74
850,15725811,97544.29
851,15572265,170826.55
852,15794048,97133.92
853,15677610,153895.65
854,15745012,0
855,15601589,0
856,15686436,0
857,15693864,134956.02
858,15760550,143637.58
859,15686137,147506.25
860,15809087,0
861,15807663,190227.46
862,15809100,172448.77
863,15794916,113980.21
864,15614215,0
865,15805449,0
866,15686983,76968.12
867,15808017,88293.13
868,15756804,170833.46
869,15646810,108122.39
870,15710424,0
871,15799422,0
872,15692750,129818.39
873,15794549,163943.89
874,15803764,0
875,15674840,101430.3
876,15653762,117301.66
877,15581229,173340.83
878,15800228,0
879,15656333,134348.57
880,15697497,105525.65
881,15585362,0
882,15571928,0
883,15785519,106192.1
884,15743007,45144.43
885,15777211,92113.61
886,15721935,0
887,15591711,128366.44
888,15625021,0
889,15702968,106545.53
890,15600462,145618.37
891,15768104,141541.25
892,15780140,57017.06
893,15585255,0
894,15772781,0
895,15669987,125884.95
896,15697000,61825.5
897,15733119,0
898,15782390,0
899,15654700,102967.41
900,15632210,171770.55
901,15642041,93051.64
902,15709737,161064.64
903,15792388,90612.34
904,15786014,145105.64
905,15794580,0
906,15675964,0
907,15814275,174912.72
908,15724848,104947.72
909,15754713,135213.71
910,15693814,0
911,15599660,116229.85
912,15746490,111201.41
913,15566091,0
914,15655961,131899
915,15710404,124525.52
916,15775625,0
917,15792328,0
918,15719856,47134.75
919,15593773,0
920,15733114,0
921,15797748,0
922,15743411,0
923,15753337,0
924,15601026,138657.08
925,15658485,70302.48
926,15636731,101609.01
927,15628303,0
928,15633461,130170.82
929,15677135,133802.29
930,15590876,106234.02
931,15790782,132628.98
932,15700476,103522.75
933,15634141,192390.52
934,15737795,0
935,15790299,0
936,15675316,0
937,15613630,109922.61
938,15662100,128605.32
939,15668032,0
940,15599289,68598.56
941,15754084,106518.52
942,15676521,0
943,15804586,0
944,15781465,121326.42
945,15729362,67226.37
946,15709295,82931.85
947,15745324,0
948,15741336,118590.41
949,15783659,145981.87
950,15620981,73309.38
951,15630328,130796.33
952,15785899,151607.56
953,15606149,111577.01
954,15671139,107042.74
955,15660429,156371.61
956,15571002,129605.99
957,15631681,0
958,15731522,0
959,15619529,132576.25
960,15628034,129101.3
961,15686164,108822.4
962,15582797,137948.51
963,15753831,100433.8
964,15731815,96134.11
965,15580956,115888.04
966,15602084,124626.07
967,15589805,139810.34
968,15720893,0
969,15641009,84496.71
970,15605926,116854.71
971,15805955,138333.03
972,15801488,0
973,15605918,78992.75
974,15779711,97257.41
975,15705620,122453.37
976,15685357,112940.07
977,15570060,132558.26
978,15582616,0
979,15799515,133297.24
980,15642937,0
981,15624729,197041.8
982,15566156,71497.79
983,15792360,0
984,15807008,128100.28
985,15704770,124532.78
986,15756475,82293.82
987,15655339,142120.91
988,15613749,151839.26
989,15664521,149620.88
990,15681206,168197.66
991,15745527,93147
992,15806926,97440.02
993,15724563,65046.08
994,15782899,95357.49
995,15623521,123105.88
996,15810218,0
997,15645621,0
998,15608114,121286.27
999,15659557,167738.82
1000,15787772,104091.29
1001,15691111,121980.56
1002,15592089,0
1003,15633897,50880.98
1004,15701301,175159.9
1005,15723685,105514.69
1006,15701602,116497.31
1007,15739189,0
1008,15573086,99824.45
1009,15569050,0
1010,15750765,0
1011,15799811,0
1012,15698442,122964.88
1013,15655274,0
1014,15603594,0
1015,15585961,0
1016,15686936,89634.69
1017,15770424,95710.11
1018,15587451,139706.31
1019,15602010,103909.86
1020,15600583,0
1021,15654673,173434.9
1022,15717164,102238.01
1023,15765014,179380.74
1024,15682639,0
1025,15729279,108691.95
1026,15759805,0
1027,15767864,0
1028,15769948,133377.8
1029,15686345,0
1030,15688071,0
1031,15681174,116537.6
1032,15667521,0
1033,15750243,0
1034,15695475,130131.08
1035,15689176,0
1036,15652955,0
1037,15668958,107316.09
1038,15631054,0
1039,15581479,83181.29
1040,15577478,0
1041,15780870,153946.14
1042,15692317,0
1043,15593969,135483.17
1044,15570417,0
1045,15779059,119624.54
1046,15785980,121132.26
1047,15644200,0
1048,15793949,0
1049,15645103,54817.55
1050,15705860,107949.45
1051,15623828,0
1052,15715003,80816.45
1053,15623471,98205.77
1054,15798348,94684.27
1055,15743016,141604.76
1056,15769499,0
1057,15798521,0
1058,15706534,122949.14
1059,15706186,81677.22
1060,15812197,80293.98
1061,15650933,155413.06
1062,15692991,0
1063,15631189,67111.65
1064,15762198,103818.43
1065,15699598,0
1066,15692744,152169.12
1067,15688963,0
1068,15599131,214346.96
1069,15680303,0
1070,15628674,113348.14
1071,15648075,170935.94
1072,15586970,103023.26
1073,15625698,0
1074,15790497,0
1075,15682618,111855.04
1076,15762937,140348.56
1077,15750929,0
1078,15729832,145512.84
1079,15633650,146720.98
1080,15748856,107209.73
1081,15589195,130933.74
1082,15699911,0
1083,15663438,89772.3
1084,15692583,0
1085,15591257,0
1086,15646513,0
1087,15708063,100749.5
1088,15696098,0
1089,15645517,0
1090,15649744,123981.31
1091,15604304,91622.42
1092,15784092,126195.81
1093,15585198,94267.9
1094,15624347,0
1095,15621687,0
1096,15689081,0
1097,15813168,100717.85
1098,15604295,0
1099,15724127,141581.71
1100,15673055,0
1101,15768201,148586.64
1102,15782219,0
1103,15746410,0
1104,15780144,123403.85
1105,15590476,0
1106,15624293,106511.85
1107,15618182,0
1108,15660316,135549.9
1109,15678886,110555.37
1110,15616330,0
1111,15592229,185891.54
1112,15798424,130854.59
1113,15714750,92578.14
1114,15648800,132312.06
1115,15626147,144976.5
1116,15626608,87070.23
1117,15723250,0
1118,15592583,115414.19
1119,15759381,91070.43
1120,15585241,117412.19
1121,15589358,90018.45
1122,15672704,0
1123,15789955,112414.81
1124,15596800,158456.76
1125,15627305,0
1126,15645316,149641.53
1127,15593973,122528.18
1128,15647301,143734.01
1129,15750258,155663.31
1130,15685309,0
1131,15628205,101736.66
1132,15733974,125822.21
1133,15762110,0
1134,15706899,0
1135,15732660,0
1136,15656121,157791.07
1137,15614220,0
1138,15645269,0
1139,15698510,181627.14
1140,15569247,109679.72
1141,15566251,96652.86
1142,15716134,190008.32
1143,15763625,0
1144,15605965,0
1145,15694821,148962.76
1146,15601688,0
1147,15575581,131344.52
1148,15671209,101713.84
1149,15616529,0
1150,15773906,0
1151,15722993,137963.07
1152,15752463,129938.07
1153,15589754,151421.44
1154,15669899,135643
1155,15766887,122773.5
1156,15768006,152303.8
1157,15741295,0
1158,15811327,79415.67
1159,15690007,125801.03
1160,15690664,0
1161,15719348,0
1162,15781802,104817.41
1163,15752731,0
1164,15600997,67495.04
1165,15750776,164850.54
1166,15723907,154776.42
1167,15633419,143124.63
1168,15702430,0
1169,15710456,0
1170,15650351,102133.38
1171,15590820,79932.41
1172,15640454,120711.73
1173,15697789,122717.53
1174,15808182,92363.3
1175,15588670,203715.15
1176,15721292,0
1177,15604217,0
1178,15651369,0
1179,15782454,0
1180,15814032,93460.47
1181,15570326,0
1182,15624428,40224.7
1183,15755638,168069.73
1184,15600992,0
1185,15755649,130538.77
1186,15795228,132623.6
1187,15589257,103465.02
1188,15719302,126547.8
1189,15639882,128262.72
1190,15791279,169742.64
1191,15636935,0
1192,15686909,150795.81
1193,15589572,129855.72
1194,15779947,146098.43
1195,15573769,0
1196,15578866,0
1197,15739131,65643.3
1198,15813444,0
1199,15678058,104584.16
1200,15769169,0
1201,15804602,99785.28
1202,15651052,127655.22
1203,15724334,0
1204,15569451,101257.16
1205,15650098,0
1206,15724307,121313.88
1207,15599268,0
1208,15594864,81523.38
1209,15616451,128252.66
1210,15715667,0
1211,15658969,0
1212,15738174,0
1213,15813590,0
1214,15624229,0
1215,15674148,0
1216,15625080,0
1217,15682528,0
1218,15696900,145541.56
1219,15730038,0
1220,15812272,124601.58
1221,15654654,115182.84
1222,15697625,163789.49
1223,15616280,65733.41
1224,15654229,0
1225,15628298,128486.11
1226,15733387,109663.47
1227,15775572,88324.31
1228,15613844,146445.24
1229,15578515,0
1230,15607598,0
1231,15742480,109949.05
1232,15749482,78653.05
1233,15607537,107850.82
1234,15575410,83765.35
1235,15684865,143773.07
1236,15600700,116227.27
1237,15774155,103471.52
1238,15634267,0
1239,15619626,137492.35
1240,15660422,0
1241,15617934,129829.59
1242,15760774,146329.57
1243,15813132,114027.7
1244,15593331,146580.69
1245,15616709,132122.42
1246,15658052,81553.93
1247,15721189,0
1248,15711288,0
1249,15770030,0
1250,15803681,0
1251,15702789,175214.71
1252,15814930,125534.51
1253,15658306,97705.99
1254,15699523,126817.65
1255,15610383,46870.43
1256,15615032,0
1257,15781989,120094.93
1258,15647402,0
1259,15740494,0
1260,15701265,104356.94
1261,15743532,147004.34
1262,15794870,73023.17
1263,15747591,173432.55
1264,15726557,165679.92
1265,15732199,104678.62
1266,15662291,116973.26
1267,15749050,0
1268,15781586,126732.85
1269,15617078,148481.09
1270,15723339,137654.05
1271,15671322,115315.04
1272,15793854,99095.73
1273,15756539,165610.41
1274,15612064,0
1275,15625916,161628.66
1276,15683195,146605.27
1277,15690182,113488.68
1278,15721719,77002.2
1279,15641690,0
1280,15634896,0
1281,15671590,0
1282,15779182,182364.53
1283,15778287,0
1284,15609510,149364.58
1285,15742229,127450.14
1286,15658532,162278.32
1287,15590993,152212.88
1288,15565701,161993.89
1289,15597239,131468.44
1290,15688880,102980.44
1291,15813917,143321.97
1292,15679611,130404.92
1293,15636589,0
1294,15687752,87505.47
1295,15584363,133634.02
1296,15737748,151233.62
1297,15803365,70263.83
1298,15793247,0
1299,15572360,57657.49
1300,15795166,153572.31
1301,15724620,134752.08
1302,15800856,83132.09
1303,15671097,0
1304,15683930,134096.53
1305,15749004,118100.59
1306,15800434,76915.4
1307,15709117,81576.75
1308,15638806,0
1309,15662294,118327.17
1310,15690079,124857.69
1311,15759317,90971.85
1312,15750497,153147.75
1313,15596181,65942.26
1314,15576602,0
1315,15644833,0
1316,15734634,100912.19
1317,15808689,0
1318,15720702,0
1319,15665077,0
1320,15763612,124439.49
1321,15596493,0
1322,15704483,0
1323,15598846,58781.76
1324,15629244,159453.64
1325,15765537,142721.52
1326,15729975,167795.6
1327,15682773,128345.69
1328,15688007,165260.98
1329,15574331,118233.81
1330,15645572,0
1331,15742854,0
1332,15575417,143452.74
1333,15796721,145018.49
1334,15734942,82407.51
1335,15664772,79460.98
1336,15576683,0
1337,15682563,126473.99
1338,15650889,133537.1
1339,15612108,164978.01
1340,15761132,128029.72
1341,15645511,97403.18
1342,15609824,176845.41
1343,15640268,0
1344,15645778,81589.04
1345,15691104,119507.58
1346,15714567,0
1347,15777826,94443.77
1348,15668445,0
1349,15576162,92199.84
1350,15778135,0
1351,15613141,135756.96
1352,15635435,120633.42
1353,15596552,134542.73
1354,15623644,0
1355,15683403,0
1356,15615029,0
1357,15769005,154344.49
1358,15746326,0
1359,15722364,189026.53
1360,15704954,120764.08
1361,15694409,97975.82
1362,15754068,0
1363,15683841,113270.2
1364,15789095,0
1365,15719958,124548.99
1366,15689514,201696.07
1367,15621353,0
1368,15627232,114203.47
1369,15745843,0
1370,15722902,125437.64
1371,15791767,0
